Company,TypeName,Ram,OpSys,Weight,Price,PPI,Cpu processor,Gpu_brand,HDD,SSD,Hybrid,Flash_Storage
Asus,Gaming,8.0,Others/No OS/Linux,2.5,62284.32,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Acer,Notebook,4.0,Windows,2.4,23976.0,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,1.43,14598.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Acer,Ultrabook,8.0,Windows,1.8,48964.32,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.2,64628.64,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.36,84395.52,176.23257360658386,Intel Core i7,Intel,0,256,0,0
Acer,Gaming,8.0,Others/No OS/Linux,2.4,37775.52,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Dell,Ultrabook,8.0,Windows,1.2,77250.672,165.6321180513006,Intel Core i5,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.2,63499.104,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,4.0,Others/No OS/Linux,1.86,19441.872,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Toshiba,Notebook,8.0,Windows,2.0,56689.92,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Dell,Notebook,8.0,Windows,1.56,65481.12,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,22324.32,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.2,28504.8,141.21199808219862,Intel Core i5,Intel,500,0,0,0
HP,Notebook,6.0,Windows,2.04,28717.92,141.21199808219862,Intel Core i3,AMD,1000,0,0,0
MSI,Gaming,8.0,Windows,2.7,79215.1056,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
Toshiba,Notebook,4.0,Windows,2.1,26533.44,100.45466986113652,Intel Core i3,Intel,0,128,0,0
HP,Notebook,8.0,Windows,2.1,39693.6,141.21199808219862,Intel Core i7,AMD,1000,0,0,0
Toshiba,Notebook,8.0,Windows,2.0,67026.24,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.1,21951.36,100.45466986113652,Intel Core i3,Intel,0,128,0,0
Other,Ultrabook,8.0,Windows,1.252,99519.048,200.84255993695703,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.9,43580.376,141.21199808219862,Intel Core i5,AMD,1000,128,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.3,55091.52,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,18594.72,44.01946207398117,AMD Processor,AMD,0,128,0,0
HP,2 in 1 Convertible,4.0,Windows,1.63,37242.72,157.3505121487356,Intel Core i3,Nvidia,0,128,0,0
Asus,Ultrabook,8.0,Windows,1.1,60472.8,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,2 in 1 Convertible,8.0,Others/No OS/Linux,1.4,26373.6,135.0942111925629,Other Intel Processor,Intel,0,0,0,64
Other,Ultrabook,8.0,Windows,1.09,122490.72,141.21199808219862,Intel Core i7,Intel,0,512,0,0
MSI,Gaming,8.0,Windows,2.2,53168.112,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Asus,Notebook,4.0,Windows,1.86,22324.32,100.45466986113652,Other Intel Processor,Intel,0,128,0,0
HP,Notebook,4.0,Windows,2.5,37242.72,127.33567457123112,Intel Core i3,AMD,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.19,79866.72,165.6321180513006,Intel Core i7,Intel,0,512,0,0
HP,Notebook,4.0,Windows,1.86,32639.8608,100.45466986113652,Intel Core i5,AMD,500,0,0,0
Dell,Notebook,4.0,Windows,2.2,29073.2976,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
HP,Notebook,6.0,Windows,2.65,30316.32,127.33567457123112,AMD Processor,AMD,2000,0,0,0
Lenovo,Notebook,4.0,Windows,2.1,16943.04,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Acer,Notebook,4.0,Others/No OS/Linux,1.45,19980.0,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,4.0,Windows,1.7,37242.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Workstation,8.0,Windows,3.14,101657.7072,127.33567457123112,Intel Core i7,Nvidia,500,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.42,137995.2,209.8006828649808,Intel Core i7,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.5,51841.44,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Acer,Netbook,4.0,Windows,1.4,14332.32,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Asus,2 in 1 Convertible,4.0,Others/No OS/Linux,1.2,35644.32,176.23257360658386,Other Intel Processor,Intel,0,0,0,64
Dell,Gaming,8.0,Windows,2.56,43636.32,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Lenovo,Notebook,4.0,Windows,2.2,21258.72,141.21199808219862,AMD Processor,AMD,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.2,22857.12,100.45466986113652,AMD Processor,AMD,1000,0,0,0
Lenovo,Notebook,4.0,Windows,2.1,33110.856,141.21199808219862,Intel Core i5,Intel,2000,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.9,23976.0,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Dell,Notebook,8.0,Windows,2.18,42357.6,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Acer,2 in 1 Convertible,1.0,Windows,1.6,53226.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.8,63456.48,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,6.0,Windows,2.71,34898.9328,127.33567457123112,AMD Processor,AMD,2000,0,0,0
Lenovo,Gaming,8.0,Windows,2.5,66546.72,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Others/No OS/Linux,1.64,58021.92,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0
Dell,Notebook,8.0,Others/No OS/Linux,1.98,38681.28,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Asus,Notebook,4.0,Windows,1.5,15877.44,157.3505121487356,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,8.0,Windows,1.87,45664.6896,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0
Dell,Notebook,8.0,Windows,1.9,62817.12,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.19,15877.44,100.45466986113652,AMD Processor,AMD,500,0,0,0
Other,Notebook,4.0,Windows,1.4,14119.2,161.72539083525606,Other Intel Processor,Intel,32,0,0,0
HP,Notebook,8.0,Windows,2.63,63936.0,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0
HP,2 in 1 Convertible,8.0,Windows,1.58,44574.048,117.82653006268644,Intel Core i5,Intel,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.32,79866.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.7,71847.0144,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.9,26101.872,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
Dell,2 in 1 Convertible,4.0,Windows,1.71,34578.72,165.6321180513006,Intel Core i3,Intel,1000,0,0,0
Dell,Notebook,8.0,Others/No OS/Linux,2.32,31409.6256,100.45466986113652,Intel Core i5,AMD,1000,0,0,0
HP,Notebook,4.0,Windows,2.1,26053.92,141.21199808219862,AMD Processor,AMD,1000,0,0,0
Dell,Notebook,12.0,Windows,2.25,34578.72,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
HP,Notebook,6.0,Windows,2.1,34632.0,141.21199808219862,AMD Processor,AMD,1000,128,0,0
Acer,Notebook,4.0,Windows,2.4,29783.52,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,1.44,51148.8,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,1.85,41505.12,141.21199808219862,Intel Core i7,Intel,1000,0,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.55,35111.52,165.6321180513006,Intel Core i5,Intel,1000,0,0,0
Acer,Notebook,4.0,Windows,2.4,21887.424,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Dell,Notebook,8.0,Windows,2.0,64308.96,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,2.0,35431.2,100.45466986113652,Intel Core i3,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.25,81784.8,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.7,53226.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Acer,Notebook,2.0,Others/No OS/Linux,1.68,17582.4,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Dell,Notebook,8.0,Windows,1.6,60031.1088,111.93520355955212,Intel Core i5,Intel,0,256,0,0
Lenovo,Netbook,4.0,Windows,1.4,25308.0,135.0942111925629,Other Intel Processor,Intel,0,128,0,0
HP,Notebook,8.0,Windows,1.84,101232.0,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.45,30849.12,100.45466986113652,Intel Core i5,Nvidia,1000,0,0,0
Asus,Notebook,4.0,Windows,2.37,45282.672,100.45466986113652,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,2.2,58554.72,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
HP,Workstation,8.0,Windows,2.59,83170.08,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Acer,Notebook,4.0,Windows,2.1,31914.72,100.45466986113652,Intel Core i5,Intel,0,256,0,0
Lenovo,Gaming,8.0,Windows,2.5,55837.44,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,4.0,Windows,1.65,45234.72,117.82653006268644,Intel Core i3,Intel,500,0,0,0
Acer,Notebook,4.0,Windows,1.6,34898.4,117.82653006268644,Intel Core i5,Intel,0,128,0,0
Asus,Notebook,4.0,Windows,2.8,25059.7152,90.58340172449304,Other Intel Processor,Nvidia,1000,0,0,0
Other,Ultrabook,8.0,Windows,1.31,85194.72,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.1,15877.44,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Toshiba,Notebook,4.0,Windows,1.75,54345.6,111.93520355955212,Intel Core i5,Intel,0,128,0,0
Dell,Gaming,8.0,Windows,2.62,58554.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Asus,2 in 1 Convertible,12.0,Windows,2.3,44701.92,141.21199808219862,Intel Core i7,Nvidia,2000,0,0,0
Acer,Notebook,4.0,Windows,1.8,33886.08,157.3505121487356,Intel Core i3,Intel,0,128,0,0
Asus,Notebook,8.0,Windows,2.0,31003.632,141.21199808219862,Other Intel Processor,Intel,0,128,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,17529.12,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
MSI,Gaming,8.0,Windows,2.2,58021.92,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Lenovo,Gaming,4.0,Windows,2.4,53226.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Gaming,8.0,Windows,2.62,52480.8,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Asus,Gaming,8.0,Windows,2.24,71341.92,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Other,Notebook,4.0,Windows,1.22,10810.512,157.3505121487356,Other Intel Processor,Intel,0,0,0,32
Lenovo,2 in 1 Convertible,8.0,Windows,1.37,104961.6,165.6321180513006,Intel Core i7,Intel,0,512,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,2.08,51095.52,141.21199808219862,Intel Core i5,AMD,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.42,124142.4,209.8006828649808,Intel Core i5,Intel,0,256,0,0
Asus,Notebook,4.0,Windows,1.63,15930.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Dell,Notebook,8.0,Windows,1.95,43156.8,100.45466986113652,Intel Core i5,Intel,0,128,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.38,71874.72,158.48253022174808,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.0,39373.92,141.21199808219862,Intel Core i3,AMD,0,256,0,0
HP,Workstation,8.0,Windows,3.14,110017.872,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Asus,Notebook,8.0,Windows,2.37,58554.72,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Dell,Ultrabook,8.0,Windows,1.29,79866.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Netbook,4.0,Windows,1.63,39640.32,135.0942111925629,Other Intel Processor,Intel,0,128,0,0
HP,Netbook,8.0,Windows,1.26,74005.92,125.36742798669836,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,4.0,Windows,2.1,41558.4,100.45466986113652,Intel Core i5,Intel,500,0,0,0
HP,Notebook,8.0,Windows,2.04,33513.12,100.45466986113652,AMD Processor,AMD,2000,0,0,0
Lenovo,Notebook,4.0,Windows,2.4,32447.52,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Other,Ultrabook,8.0,Windows,0.81,79866.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,1.98,51202.08,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Notebook,8.0,Windows,2.18,42081.0768,141.21199808219862,Intel Core i5,AMD,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.32,99047.52,157.3505121487356,Intel Core i7,Intel,0,256,0,0
HP,Netbook,4.0,Others/No OS/Linux,1.23,20512.8,135.0942111925629,Other Intel Processor,Intel,0,0,0,16
Dell,Notebook,4.0,Windows,1.76,40226.4,111.93520355955212,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.1,26101.872,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Toshiba,Ultrabook,4.0,Windows,1.25,58075.2,111.93520355955212,Intel Core i5,Intel,0,128,0,0
Lenovo,Ultrabook,8.0,Windows,1.13,133146.72,157.3505121487356,Intel Core i7,Intel,0,512,0,0
MSI,Gaming,8.0,Windows,2.4,63882.72,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.13,99900.0,157.3505121487356,Intel Core i5,Intel,0,0,0,256
Toshiba,Notebook,4.0,Windows,1.75,26586.72,111.93520355955212,Other Intel Processor,Intel,0,128,0,0
Asus,2 in 1 Convertible,8.0,Windows,1.1,72354.24,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,1.76,31168.8,111.93520355955212,Intel Core i3,Intel,500,0,0,0
Acer,Netbook,4.0,Others/No OS/Linux,1.35,18914.4,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Acer,Notebook,8.0,Windows,1.5,32980.32,157.3505121487356,Intel Core i3,Intel,0,128,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.1,27652.32,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Lenovo,Notebook,8.0,Windows,1.7,63190.08,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.32,87912.0,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,4.0,Windows,2.0,35644.32,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.5,17316.0,111.93520355955212,Other Intel Processor,Intel,0,0,0,16
Asus,Notebook,8.0,Windows,2.3,31435.2,141.21199808219862,Intel Core i5,Intel,128,0,0,0
HP,Notebook,8.0,Windows,2.63,48484.8,106.11306214269258,Intel Core i5,Nvidia,1000,0,0,0
Dell,Notebook,8.0,Windows,2.18,38041.3872,100.45466986113652,Intel Core i5,Intel,0,128,0,0
HP,Ultrabook,8.0,Windows,1.54,99633.6,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Dell,Notebook,4.0,Windows,2.18,39373.92,141.21199808219862,Intel Core i7,AMD,0,256,0,0
HP,2 in 1 Convertible,4.0,Others/No OS/Linux,1.4,32767.2,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Asus,Ultrabook,8.0,Windows,1.45,54665.28,165.6321180513006,Intel Core i5,Nvidia,0,512,0,0
HP,2 in 1 Convertible,8.0,Windows,1.28,121318.56,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,Ultrabook,8.0,Windows,1.54,78215.04,157.3505121487356,Intel Core i7,Intel,0,512,0,0
HP,Notebook,4.0,Others/No OS/Linux,1.86,15930.72,100.45466986113652,Other Intel Processor,Intel,0,128,0,0
Dell,Notebook,8.0,Others/No OS/Linux,2.83,46087.2,127.33567457123112,Intel Core i7,AMD,1000,0,0,0
Lenovo,Ultrabook,8.0,Windows,1.96,101391.84,157.3505121487356,Intel Core i7,Nvidia,0,256,0,0
Asus,Notebook,8.0,Windows,2.3,41931.36,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Windows,1.9,50349.6,141.21199808219862,Intel Core i5,Intel,0,128,0,0
Asus,Notebook,4.0,Windows,2.0,23922.72,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
HP,2 in 1 Convertible,8.0,Windows,1.28,136343.52,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,1.62,34578.72,165.6321180513006,Intel Core i5,Intel,1000,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.2,24988.32,141.21199808219862,Intel Core i3,Intel,1000,0,0,0
Lenovo,Notebook,8.0,Windows,2.3,45323.1648,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
HP,Notebook,8.0,Windows,1.84,71874.72,141.21199808219862,Intel Core i5,AMD,0,256,0,0
Toshiba,Notebook,4.0,Windows,1.05,68464.8,165.6321180513006,Intel Core i5,Intel,0,128,0,0
Lenovo,Gaming,8.0,Others/No OS/Linux,2.5,54185.76,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
HP,Notebook,4.0,Windows,2.07,48484.8,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Toshiba,Ultrabook,8.0,Windows,1.2,58341.6,117.82653006268644,Intel Core i5,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.37,103896.0,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,8.0,Windows,1.56,48058.56,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Workstation,8.0,Windows,2.23,94731.84,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Lenovo,Notebook,4.0,Windows,2.38,56210.4,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.2,25521.12,141.21199808219862,Intel Core i3,AMD,1000,0,0,0
Toshiba,Notebook,8.0,Windows,2.0,73952.64,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,1.44,39160.8,165.6321180513006,Intel Core i3,Intel,0,180,0,0
Dell,Ultrabook,8.0,Windows,1.6,90043.2,176.23257360658386,Intel Core i7,Intel,0,256,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.0,21258.1872,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Other,Ultrabook,8.0,Windows,1.28,49816.8,165.6321180513006,Intel Core i5,Nvidia,0,256,0,0
Dell,Notebook,4.0,Windows,2.18,48618.0,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
HP,Notebook,4.0,Windows,2.04,44701.92,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,2 in 1 Convertible,4.0,Windows,1.28,90576.0,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,2 in 1 Convertible,4.0,Windows,2.3,36486.144,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Asus,Notebook,4.0,Windows,1.65,18541.44,111.1413368676404,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,8.0,Windows,2.2,35644.32,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Notebook,4.0,Windows,2.2,19660.32,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
HP,2 in 1 Convertible,4.0,Windows,1.28,95850.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.18,24279.696,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Asus,Gaming,12.0,Windows,2.2,72988.272,127.33567457123112,Intel Core i5,Nvidia,1000,128,0,0
Acer,Netbook,4.0,Others/No OS/Linux,1.25,15824.16,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,4.0,Windows,2.8,20193.12,106.11306214269258,AMD Processor,AMD,500,0,0,0
HP,Notebook,4.0,Windows,1.95,67399.2,157.3505121487356,Intel Core i5,Intel,0,128,0,0
Other,Ultrabook,8.0,Windows,1.17,90522.72,146.86047800548656,Intel Core i7,Intel,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.32,95850.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.05,78588.0,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Gaming,8.0,Others/No OS/Linux,2.62,49497.12,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
HP,Notebook,8.0,Windows,2.04,47952.0,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Notebook,4.0,Windows,2.18,32713.92,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Dell,Notebook,8.0,Windows,1.9,49816.8,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Lenovo,Ultrabook,8.0,Windows,1.13,109170.72,157.3505121487356,Intel Core i7,Intel,0,0,0,256
Lenovo,Notebook,8.0,Windows,1.95,104588.1072,141.21199808219862,Intel Core i5,Intel,0,512,0,0
HP,Netbook,8.0,Windows,1.26,79014.24,176.23257360658386,Intel Core i7,Intel,0,512,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.2,19127.52,141.21199808219862,Other Intel Processor,Intel,0,0,0,16
Lenovo,Notebook,8.0,Windows,2.6,42037.92,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Other,Ultrabook,8.0,Windows,0.98,101178.72,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Dell,Notebook,8.0,Windows,1.6,64202.4,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,6.0,Windows,2.2,42037.92,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,2.04,54291.7872,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Acer,Notebook,4.0,Windows,2.4,26586.72,141.21199808219862,Intel Core i3,Intel,1000,0,0,0
Lenovo,Notebook,4.0,Windows,1.44,46939.68,165.6321180513006,Intel Core i5,Intel,0,128,0,0
HP,Notebook,8.0,Windows,1.49,51148.8,165.6321180513006,Intel Core i5,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.2,59668.8048,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Dell,Notebook,4.0,Windows,2.18,36496.2672,100.45466986113652,Intel Core i5,AMD,1000,0,0,0
HP,Ultrabook,8.0,Windows,1.84,69103.6272,141.21199808219862,Intel Core i7,AMD,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.37,97236.0,165.6321180513006,Intel Core i5,Intel,0,512,0,0
Dell,Notebook,4.0,Windows,1.95,38889.072,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Ultrabook,8.0,Windows,1.36,87912.0,176.23257360658386,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,2.31,62071.2,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.18,37725.4368,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
HP,Notebook,4.0,Windows,1.95,61218.72,111.93520355955212,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.2,16463.52,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
HP,Ultrabook,4.0,Windows,1.26,84129.12,176.23257360658386,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Others/No OS/Linux,1.86,15392.592,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Toshiba,Notebook,4.0,Windows,1.47,58874.4,157.3505121487356,Intel Core i5,Intel,0,128,0,0
HP,Netbook,8.0,Windows,1.26,88924.32,176.23257360658386,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.18,29762.208,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
MSI,Gaming,8.0,Windows,2.2,63882.72,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,Gaming,8.0,Windows,2.75,74538.72,127.33567457123112,Intel Core i5,Nvidia,1000,128,0,0
Asus,Notebook,4.0,Windows,2.8,28238.4,106.11306214269258,Other Intel Processor,Nvidia,1000,0,0,0
Acer,Notebook,4.0,Windows,2.23,32980.32,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Toshiba,Notebook,8.0,Windows,2.2,59620.32,100.45466986113652,Intel Core i5,Intel,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.1,69210.72,194.94753717542463,Other Intel Processor,Intel,0,256,0,0
Dell,Ultrabook,8.0,Windows,1.36,78438.816,176.23257360658386,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,36496.8,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Dell,Notebook,4.0,Windows,2.36,35111.52,106.11306214269258,Intel Core i3,AMD,1000,0,0,0
Acer,Notebook,4.0,Others/No OS/Linux,1.68,18594.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
HP,Workstation,8.0,Windows,2.0,119826.72,141.21199808219862,Intel Core i7,Nvidia,0,8,0,0
Dell,Ultrabook,8.0,Windows,1.36,94572.0,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,1.2,77788.8,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Asus,2 in 1 Convertible,8.0,Others/No OS/Linux,1.2,61751.52,176.23257360658386,Other Intel Processor,Intel,0,0,0,64
Lenovo,Ultrabook,8.0,Windows,1.7,79333.3872,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.24,101178.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
HP,2 in 1 Convertible,4.0,Windows,1.45,41292.0,135.0942111925629,Other Intel Processor,Intel,0,256,0,0
Acer,2 in 1 Convertible,4.0,Others/No OS/Linux,1.25,20725.92,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Toshiba,Notebook,8.0,Windows,1.2,81784.8,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.36,93772.8,176.23257360658386,Intel Core i5,Intel,0,256,0,0
